city,brand,model,href,price,year,mileage,body_type,colour,engine_info,credit_per_month,transmission,drive,hand_drive,condition,owners_num,doc_unique
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1094820152-2c837784/,399 000 ₽,2013,115 000 км,седан,синий,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1094921002-058c859f/,410 000 ₽,2013,89 143 км,седан,белый,1.6 л / 123 л.с. / Бензин,4 059 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1094940624-5ef18a49/,565 000 ₽,2015,45 500 км,седан,серый,1.4 л / 107 л.с. / Бензин,2 568 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095008048-3e09ca57/,335 000 ₽,2012,171 000 км,хэтчбек 5 дв.,серебристый,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095264186-9a6a0ca9/,425 000 ₽,2013,89 000 км,седан,фиолетовый,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095288672-731a1d6a/,600 000 ₽,2015,72 000 км,седан,серый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095368284-07e88c1b/,437 000 ₽,2012,114 685 км,седан,фиолетовый,1.6 л / 123 л.с. / Бензин,3 567 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095399402-2b5ce797/,750 000 ₽,2018,12 000 км,седан,белый,1.4 л / 100 л.с. / Бензин,1 600 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095457288-c24eab21/,420 000 ₽,2011,120 000 км,седан,чёрный,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095472090-4e55115f/,405 000 ₽,2014,106 000 км,хэтчбек 5 дв.,белый,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095487706-ecfe2721/,395 000 ₽,2014,134 170 км,седан,белый,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095550672-a0c4029e/,520 000 ₽,2016,144 000 км,хэтчбек 5 дв.,белый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095569970-9375276e/,700 000 ₽,2017,121 275 км,седан,серый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095571878-6fe2dcf9/,585 000 ₽,2013,28 500 км,седан,чёрный,1.6 л / 123 л.с. / Бензин,4 059 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095587430-79fc8fd6/,450 000 ₽,2014,90 000 км,хэтчбек 5 дв.,чёрный,1.6 л / 123 л.с. / Бензин,4 059 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095663116-bc330902/,490 000 ₽,2013,109 248 км,седан,чёрный,1.4 л / 107 л.с. / Бензин,2 568 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095754980-e3cc4ad0/,724 000 ₽,2018,35 000 км,седан,белый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Дубликат
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095842498-3c3467aa/,395 000 ₽,2013,130 000 км,седан,чёрный,1.6 л / 123 л.с. / Бензин,4 059 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095876392-195ba64d/,575 000 ₽,2014,97 000 км,седан,бежевый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095943846-4b0b94f0/,395 000 ₽,2013,142 000 км,седан,белый,1.4 л / 107 л.с. / Бензин,2 996 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1095955172-555c6160/,340 000 ₽,2011,168 000 км,седан,чёрный,1.4 л / 107 л.с. / Бензин,2 568 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096060376-4412cc41/,480 000 ₽,2015,61 695 км,седан,чёрный,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096082810-90828de1/,490 000 ₽,2013,77 000 км,седан,белый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096124892-750ce7fe/,499 999 ₽,2016,147 000 км,седан,белый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096234474-5f69c7b1/,605 000 ₽,2016,28 600 км,седан,серебристый,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096268726-8abf65d1/,730 000 ₽,2017,75 000 км,седан,серебристый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096396254-938ac520/,550 000 ₽,2016,75 000 км,седан,чёрный,1.6 л / 123 л.с. / Бензин,4 059 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096408954-3c76ee0a/,680 000 ₽,2017,42 000 км,седан,серый,1.6 л / 123 л.с. / Бензин,3 690 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096422064-dea80027/,365 000 ₽,2013,124 000 км,седан,фиолетовый,1.4 л / 107 л.с. / Бензин,2 568 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096425648-22489fc4/,400 000 ₽,2012,84 758 км,хэтчбек 5 дв.,серебристый,1.6 л / 123 л.с. / Бензин,3 567 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096495920-0bc5bf5f/,450 000 ₽,2013,105 000 км,седан,белый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096522090-a06a3a8c/,399 000 ₽,2012,115 000 км,хэтчбек 5 дв.,белый,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096561112-114494dd/,440 000 ₽,2011,105 000 км,седан,красный,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096574546-be75c986/,720 000 ₽,2017,83 000 км,седан,серый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096597786-9c6cd3aa/,375 000 ₽,2011,96 070 км,седан,серый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096623230-fd8cf376/,600 000 ₽,2017,22 093 км,седан,чёрный,1.4 л / 100 л.с. / Бензин,1 200 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096647624-d7c9aec5/,570 000 ₽,2015,120 941 км,седан,коричневый,1.4 л / 107 л.с. / Бензин,3 210 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096655674-687e092b/,750 000 ₽,2019,30 000 км,седан,белый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096656542-cb9ac9bb/,420 000 ₽,2012,124 000 км,хэтчбек 5 дв.,золотистый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096662460-41d95694/,470 000 ₽,2011,45 000 км,седан,голубой,1.6 л / 123 л.с. / Бензин,3 690 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096680634-37fe9f83/,485 000 ₽,2014,96 000 км,седан,серебристый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096693642-37ab6bb4/,345 000 ₽,2013,278 320 км,седан,белый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096747580-47a744c1/,350 000 ₽,2011,87 000 км,седан,серый,1.4 л / 107 л.с. / Бензин,3 210 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096815010-78791594/,550 000 ₽,2015,62 000 км,хэтчбек 5 дв.,чёрный,1.6 л / 123 л.с. / Бензин,3 567 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096840976-8121730a/,400 000 ₽,2012,158 000 км,седан,серебристый,1.4 л / 107 л.с. / Бензин,3 103 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096841724-ee7b2648/,360 000 ₽,2011,137 500 км,седан,серебристый,1.6 л / 123 л.с. / Бензин,3 444 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096843048-3d0f4a8a/,550 000 ₽,2015,85 490 км,седан,коричневый,1.6 л / 123 л.с. / Бензин,3 690 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096845212-57dbb881/,360 000 ₽,2011,135 000 км,седан,фиолетовый,1.6 л / 123 л.с. / Бензин,3 690 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096947766-0450697e/,320 000 ₽,2014,265 000 км,седан,белый,"1.4 л / 107 л.с. / Бензин, газобаллонное оборудование",3 745 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Дубликат
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1096965544-7d10fe0d/,819 000 ₽,2019,29 000 км,седан,красный,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097023418-2d230d94/,390 000 ₽,2011,183 000 км,седан,красный,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097064468-968b84ba/,440 000 ₽,2013,79 000 км,хэтчбек 5 дв.,чёрный,1.6 л / 123 л.с. / Бензин,3 690 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097081258-45df62fb/,360 000 ₽,2011,142 000 км,седан,серый,1.4 л / 107 л.с. / Бензин,3 103 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097150108-5ab65a7a/,780 000 ₽,2017,23 000 км,седан,серый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097214972-81481d5e/,660 000 ₽,2018,52 228 км,седан,серый,1.4 л / 100 л.с. / Бензин,1 600 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097249266-b95376be/,550 000 ₽,2014,30 235 км,седан,белый,1.6 л / 123 л.с. / Бензин,4 059 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097282890-b4320223/,385 000 ₽,2011,118 671 км,седан,чёрный,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097308576-3647d8df/,750 000 ₽,2019,7 800 км,седан,белый,1.4 л / 100 л.с. / Бензин,1 000 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097420320-52f7e96d/,490 000 ₽,2016,63 000 км,седан,серый,1.4 л / 107 л.с. / Бензин,2 568 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097421262-aaff0330/,550 000 ₽,2016,38 000 км,седан,серебристый,1.6 л / 123 л.с. / Бензин,3 875 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097462704-081eadcd/,600 000 ₽,2015,100 000 км,седан,коричневый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097515621-5eee433b/,515 000 ₽,2014,62 000 км,седан,серебристый,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097533683-b4716ca1/,600 000 ₽,2014,116 000 км,седан,серебристый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097553764-2332ec40/,465 000 ₽,2015,126 000 км,хэтчбек 5 дв.,белый,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097559642-716e9320/,430 000 ₽,2013,85 000 км,седан,золотистый,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097566674-6c24d0a8/,820 000 ₽,2019,29 000 км,седан,серебристый,1.6 л / 123 л.с. / Бензин,4 059 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097612306-06c18e31/,455 000 ₽,2014,119 000 км,седан,серый,1.4 л / 107 л.с. / Бензин,3 210 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097613618-4e71453e/,500 000 ₽,2015,98 000 км,седан,белый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097654394-6a1965be/,380 000 ₽,2011,147 000 км,седан,фиолетовый,1.4 л / 107 л.с. / Бензин,3 210 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097659714-859beee9/,560 000 ₽,2014,49 100 км,седан,белый,1.6 л / 123 л.с. / Бензин,3 690 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097663780-756e28f0/,413 000 ₽,2011,105 000 км,седан,красный,1.4 л / 107 л.с. / Бензин,3 103 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097665000-64d2fa62/,560 000 ₽,2013,78 880 км,седан,синий,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097677932-7b05c7a4/,400 000 ₽,2014,141 000 км,седан,чёрный,1.4 л / 107 л.с. / Бензин,2 568 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097752268-0c0c735d/,380 000 ₽,2012,110 000 км,хэтчбек 5 дв.,белый,1.4 л / 107 л.с. / Бензин,3 210 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097774642-a3af2ebc/,383 000 ₽,2011,135 000 км,седан,серый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097791968-2f3ccf9f/,665 000 ₽,2018,41 000 км,седан,синий,1.4 л / 100 л.с. / Бензин,1 600 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097792052-ff05bf6c/,720 000 ₽,2017,78 000 км,седан,коричневый,1.6 л / 123 л.с. / Бензин,4 059 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097807792-94bcd909/,600 000 ₽,2015,84 800 км,седан,серебристый,1.4 л / 107 л.с. / Бензин,2 140 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097833222-769931cb/,399 000 ₽,2013,192 000 км,седан,серебристый,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097842354-dce24261/,495 000 ₽,2015,87 600 км,седан,серебристый,1.4 л / 107 л.с. / Бензин,2 568 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097866732-8a26611c/,730 000 ₽,2017,37 000 км,седан,чёрный,1.6 л / 123 л.с. / Бензин,3 444 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097869222-c1e6229d/,480 000 ₽,2013,54 500 км,седан,белый,1.4 л / 107 л.с. / Бензин,3 210 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097910476-a74df225/,640 000 ₽,2015,85 000 км,седан,бежевый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097922364-f5f86c69/,605 000 ₽,2017,75 000 км,седан,белый,1.6 л / 123 л.с. / Бензин,3 690 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097930250-2609e8d8/,490 000 ₽,2016,121 500 км,седан,белый,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1097981562-6a6bf38b/,385 000 ₽,2013,117 500 км,седан,чёрный,1.6 л / 123 л.с. / Бензин,3 567 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1098002694-c84b4104/,490 000 ₽,2014,90 000 км,седан,серебристый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1098004416-fa4e8c7d/,600 000 ₽,2016,76 000 км,седан,чёрный,1.6 л / 123 л.с. / Бензин,4 059 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1098049194-9e6776b3/,400 000 ₽,2013,98 000 км,седан,серебристый,1.6 л / 123 л.с. / Бензин,3 567 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1098055364-e1f48935/,435 000 ₽,2011,125 000 км,седан,белый,1.6 л / 123 л.с. / Бензин,3 567 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1098074838-415c2469/,400 000 ₽,2012,103 000 км,хэтчбек 5 дв.,серебристый,1.6 л / 123 л.с. / Бензин,4 059 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1098077068-d8f2982a/,415 000 ₽,2012,180 000 км,седан,белый,1.6 л / 123 л.с. / Бензин,3 690 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1098093062-ab6422b2/,249 000 ₽,2011,300 000 км,седан,белый,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1098144800-fddf91bd/,775 000 ₽,2017,42 100 км,седан,белый,1.6 л / 123 л.с. / Бензин,3 690 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1098161446-304743c7/,750 000 ₽,2018,49 377 км,седан,белый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1098167212-ec6c09ef/,520 000 ₽,2015,146 576 км,седан,белый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1098177880-a8b5c20a/,570 000 ₽,2016,49 000 км,седан,серебристый,1.6 л / 123 л.с. / Бензин,4 059 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1098183302-a0a788fc/,450 000 ₽,2013,102 000 км,хэтчбек 5 дв.,красный,1.4 л / 107 л.с. / Бензин,3 103 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1098212710-c1ff4321/,530 000 ₽,2014,46 000 км,седан,серый,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Дубликат
kazan,hyundai,solaris,https://auto.ru/cars/used/sale/hyundai/solaris/1098229476-9a842cc9/,585 000 ₽,2017,112 942 км,седан,серый,1.6 л / 123 л.с. / Бензин,4 305 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал
