city,brand,model,price,year,mileage,body_type,colour,annual_car_tax,transmission,drive,hand_drive,owners_num,doc_unique,engine_type,volume,horsepower
sankt-peterburg,kia,rio,750000.0,2018,70000.0,седан,красный,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,650000.0,2017,44000.0,седан,серебристый,4305.0,механическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,480000.0,2015,117000.0,седан,белый,3745.0,механическая,передний,Левый,2,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,115000.0,2001,260000.0,универсал 5 дв.,зелёный,2352.0,механическая,передний,Левый,3,Дубликат,Бензин,1.5,98.0
sankt-peterburg,kia,rio,410000.0,2012,160000.0,седан,белый,3745.0,механическая,передний,Левый,2,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,450000.0,2016,240000.0,седан,коричневый,3745.0,механическая,передний,Левый,2,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,450000.0,2013,126000.0,седан,серебристый,3745.0,механическая,передний,Левый,3,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,110000.0,2004,185000.0,седан,серебристый,2328.0,механическая,передний,Левый,3,Оригинал,Бензин,1.5,97.0
sankt-peterburg,kia,rio,320000.0,2010,210000.0,хэтчбек 5 дв.,серый,1710.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,95.0
sankt-peterburg,kia,rio,620000.0,2017,70000.0,седан,серый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,365000.0,2012,168000.0,седан,серебристый,3745.0,механическая,передний,Левый,3,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,255000.0,2006,181000.0,седан,оранжевый,1746.0,механическая,передний,Левый,2,Оригинал,Бензин,1.4,97.0
sankt-peterburg,kia,rio,540000.0,2017,79000.0,седан,белый,2400.0,механическая,передний,Левый,3,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,635000.0,2016,97000.0,седан,белый,4305.0,механическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,550000.0,2017,169883.0,седан,белый,4305.0,механическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,315000.0,2013,145000.0,седан,красный,3745.0,механическая,передний,Левый,1,Дубликат,Бензин,1.4,107.0
sankt-peterburg,kia,rio,150000.0,2003,223878.0,универсал 5 дв.,серебристый,2352.0,механическая,передний,Левый,3,Оригинал,Бензин,1.5,98.0
sankt-peterburg,kia,rio,870000.0,2018,49000.0,хэтчбек 5 дв.,серый,4305.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,780000.0,2018,42000.0,седан,коричневый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,310000.0,2010,173000.0,седан,синий,2280.0,автоматическая,передний,Левый,2,Оригинал,Бензин,1.4,95.0
sankt-peterburg,kia,rio,625000.0,2015,68200.0,седан,белый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,630000.0,2016,87000.0,седан,серый,4305.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,609000.0,2016,91000.0,седан,коричневый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,320000.0,2010,215000.0,хэтчбек 5 дв.,серебристый,2280.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.4,95.0
sankt-peterburg,kia,rio,550000.0,2013,120000.0,седан,чёрный,4305.0,механическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,80000.0,2001,155000.0,седан,красный,2352.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.5,98.0
sankt-peterburg,kia,rio,370000.0,2011,190000.0,седан,красный,4305.0,механическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,525000.0,2016,165000.0,седан,серый,4305.0,автоматическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,420000.0,2013,119200.0,седан,голубой,4305.0,механическая,передний,Левый,3,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,620000.0,2015,104000.0,седан,серый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,370000.0,2011,133000.0,седан,красный,4305.0,автоматическая,передний,Левый,3,Дубликат,Бензин,1.6,123.0
sankt-peterburg,kia,rio,450000.0,2013,108000.0,хэтчбек 5 дв.,чёрный,2140.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,507000.0,2016,113998.0,седан,серый,4305.0,механическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,320000.0,2009,180000.0,хэтчбек 5 дв.,чёрный,2328.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.4,97.0
sankt-peterburg,kia,rio,507000.0,2014,133000.0,седан,белый,4305.0,автоматическая,передний,Левый,2,Дубликат,Бензин,1.6,123.0
sankt-peterburg,kia,rio,540000.0,2017,170000.0,седан,серый,2400.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,530000.0,2014,106000.0,хэтчбек 5 дв.,пурпурный,4305.0,автоматическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,530000.0,2013,92000.0,хэтчбек 5 дв.,белый,4305.0,механическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,450000.0,2010,146000.0,хэтчбек 5 дв.,чёрный,2328.0,автоматическая,передний,Левый,3,Дубликат,Бензин,1.4,97.0
sankt-peterburg,kia,rio,285000.0,2010,147370.0,хэтчбек 5 дв.,серебристый,2280.0,механическая,передний,Левый,3,Дубликат,Бензин,1.4,95.0
sankt-peterburg,kia,rio,380000.0,2012,180000.0,седан,белый,3745.0,механическая,передний,Левый,3,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,599000.0,2015,79900.0,седан,коричневый,4305.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,669000.0,2017,51135.0,хэтчбек 5 дв.,синий,2400.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,310000.0,2010,93000.0,седан,чёрный,950.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.4,95.0
sankt-peterburg,kia,rio,490000.0,2013,95175.0,хэтчбек 5 дв.,серый,4305.0,автоматическая,передний,Левый,3,Дубликат,Бензин,1.6,123.0
sankt-peterburg,kia,rio,550000.0,2014,120000.0,седан,белый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,365000.0,2014,186000.0,седан,серый,3745.0,механическая,передний,Левый,3,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,670000.0,2016,91000.0,седан,серебристый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,495000.0,2014,153000.0,седан,бежевый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,560000.0,2015,137000.0,седан,серый,4305.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,145000.0,2005,153600.0,универсал 5 дв.,серебристый,1358.0,механическая,передний,Левый,3,Оригинал,Бензин,1.5,97.0
sankt-peterburg,kia,rio,717000.0,2018,26628.0,седан,белый,2400.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,469000.0,2014,73060.0,седан,серебристый,3745.0,механическая,передний,Левый,2,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,849000.0,2017,6.0,седан,серебристый,2400.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,849000.0,2017,6.0,седан,белый,4305.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,549000.0,2016,111466.0,седан,коричневый,4305.0,автоматическая,передний,Левый,3,Дубликат,Бензин,1.6,123.0
sankt-peterburg,kia,rio,579000.0,2013,58859.0,седан,красный,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,700000.0,2018,19500.0,седан,белый,4305.0,автоматическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,315000.0,2011,165500.0,седан,чёрный,1710.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.4,95.0
sankt-peterburg,kia,rio,650000.0,2015,68000.0,седан,голубой,4305.0,автоматическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,849000.0,2017,5.0,седан,оранжевый,4305.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,330000.0,2011,185000.0,хэтчбек 5 дв.,бежевый,2280.0,автоматическая,передний,Левый,2,Оригинал,Бензин,1.4,95.0
sankt-peterburg,kia,rio,475000.0,2015,64459.0,хэтчбек 5 дв.,чёрный,4305.0,механическая,передний,Левый,2,Дубликат,Бензин,1.6,123.0
sankt-peterburg,kia,rio,849000.0,2017,6.0,седан,серебристый,4305.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,479000.0,2014,115000.0,седан,серый,4305.0,автоматическая,передний,Левый,2,Дубликат,Бензин,1.6,123.0
sankt-peterburg,kia,rio,500000.0,2014,120000.0,хэтчбек 5 дв.,белый,4305.0,механическая,передний,Левый,3,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,849000.0,2017,6.0,седан,серебристый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,579000.0,2018,107000.0,седан,белый,2400.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,430000.0,2013,136200.0,седан,чёрный,3745.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,605000.0,2017,113000.0,хэтчбек 5 дв.,серый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,470000.0,2016,75300.0,седан,белый,3745.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,65000.0,2005,120000.0,универсал 5 дв.,зелёный,1746.0,механическая,передний,Левый,3,Оригинал,Бензин,1.5,97.0
sankt-peterburg,kia,rio,699000.0,2017,38912.0,седан,серый,4305.0,автоматическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,600000.0,2017,91000.0,седан,белый,2400.0,механическая,передний,Левый,2,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,820000.0,2017,2500.0,седан,белый,2400.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,650000.0,2014,43615.0,седан,белый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,690000.0,2017,59174.0,хэтчбек 5 дв.,синий,2400.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,730000.0,2018,56165.0,хэтчбек 5 дв.,синий,2400.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,310000.0,2010,137000.0,хэтчбек 5 дв.,красный,2280.0,механическая,передний,Левый,3,Оригинал,Бензин,1.4,95.0
sankt-peterburg,kia,rio,859000.0,2017,10.0,седан,красный,4305.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,815000.0,2019,38400.0,седан,бежевый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,720000.0,2017,70000.0,седан,белый,1800.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,849000.0,2017,9.0,седан,чёрный,2400.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,280000.0,2008,144400.0,седан,серебристый,970.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.4,97.0
sankt-peterburg,kia,rio,580000.0,2017,44000.0,седан,белый,4305.0,механическая,передний,Левый,2,Дубликат,Бензин,1.6,123.0
sankt-peterburg,kia,rio,305000.0,2010,150000.0,седан,оранжевый,2280.0,механическая,передний,Левый,3,Дубликат,Бензин,1.4,95.0
sankt-peterburg,kia,rio,525000.0,2013,142000.0,седан,чёрный,4305.0,автоматическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,499000.0,2014,72000.0,седан,белый,4305.0,механическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,324000.0,2010,164790.0,седан,серый,2280.0,механическая,передний,Левый,3,Оригинал,Бензин,1.4,95.0
sankt-peterburg,kia,rio,470000.0,2012,138586.0,седан,белый,4305.0,автоматическая,передний,Левый,3,Дубликат,Бензин,1.6,123.0
sankt-peterburg,kia,rio,479000.0,2015,86762.0,седан,серый,4305.0,механическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,500000.0,2013,61000.0,седан,бежевый,3745.0,механическая,передний,Левый,2,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,809000.0,2018,8000.0,седан,оранжевый,2400.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,867000.0,2019,7346.0,седан,серый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,660000.0,2018,38000.0,седан,серебристый,2400.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,769000.0,2017,53000.0,седан,чёрный,4305.0,механическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,450000.0,2014,179000.0,седан,белый,4305.0,механическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,415000.0,2013,167564.0,седан,белый,3745.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,475000.0,2016,85868.0,седан,белый,4305.0,механическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,999000.0,2020,7600.0,седан,чёрный,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,549000.0,2016,46590.0,седан,серебристый,4305.0,механическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,380000.0,2014,120000.0,седан,голубой,3745.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,495000.0,2012,82699.0,седан,бежевый,4305.0,автоматическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,88000.0,2001,300000.0,седан,серый,2328.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.5,97.0
sankt-peterburg,kia,rio,325000.0,2010,144303.0,хэтчбек 5 дв.,серебристый,2280.0,механическая,передний,Левый,3,Дубликат,Бензин,1.4,95.0
sankt-peterburg,kia,rio,578000.0,2016,140000.0,седан,синий,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,740000.0,2018,73891.0,хэтчбек 5 дв.,белый,2400.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,499000.0,2014,99061.0,седан,голубой,4305.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,955000.0,2019,15000.0,седан,синий,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,679000.0,2015,124000.0,седан,красный,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,370000.0,2012,200000.0,седан,красный,4305.0,механическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,445000.0,2012,139221.0,седан,белый,4305.0,механическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,720000.0,2018,52300.0,седан,серебристый,2400.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,338000.0,2011,105600.0,седан,серебристый,2280.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,95.0
sankt-peterburg,kia,rio,519000.0,2015,110000.0,седан,серый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,745000.0,2018,64000.0,хэтчбек 5 дв.,белый,2400.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,480000.0,2017,93200.0,седан,серебристый,3745.0,механическая,передний,Левый,2,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,735000.0,2017,64981.0,седан,белый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,649000.0,2016,115000.0,седан,серый,4305.0,механическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,470000.0,2014,218000.0,седан,чёрный,4305.0,механическая,передний,Левый,3,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,490000.0,2011,83930.0,седан,голубой,4305.0,механическая,передний,Левый,2,Дубликат,Бензин,1.6,123.0
sankt-peterburg,kia,rio,679854.0,2017,42000.0,седан,красный,2400.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,780000.0,2018,84512.0,седан,синий,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,549000.0,2015,73324.0,седан,чёрный,4305.0,механическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,799000.0,2018,36000.0,седан,чёрный,2400.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,785000.0,2019,26600.0,седан,белый,4305.0,механическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,625500.0,2016,77000.0,седан,чёрный,4305.0,автоматическая,передний,Левый,2,Дубликат,Бензин,1.6,123.0
sankt-peterburg,kia,rio,519000.0,2013,90000.0,седан,белый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,740000.0,2018,86000.0,хэтчбек 5 дв.,белый,2400.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,959000.0,2019,21470.0,седан,серый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,313000.0,2010,196091.0,хэтчбек 5 дв.,серый,2280.0,механическая,передний,Левый,3,Оригинал,Бензин,1.4,95.0
sankt-peterburg,kia,rio,469000.0,2012,120656.0,седан,красный,4305.0,механическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,507625.0,2014,106691.0,седан,синий,4305.0,механическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,279000.0,2009,139629.0,седан,серебристый,2328.0,механическая,передний,Левый,2,Оригинал,Бензин,1.4,97.0
sankt-peterburg,kia,rio,700000.0,2017,43000.0,седан,чёрный,4305.0,автоматическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,265000.0,2010,220000.0,хэтчбек 5 дв.,серебристый,2280.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,95.0
sankt-peterburg,kia,rio,625000.0,2016,50372.0,седан,чёрный,4305.0,механическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,390000.0,2014,187292.0,седан,красный,3745.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,730000.0,2017,71500.0,седан,белый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,615000.0,2017,98908.0,седан,серебристый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,349000.0,2008,199000.0,хэтчбек 5 дв.,оранжевый,2328.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,97.0
sankt-peterburg,kia,rio,849000.0,2017,5.0,седан,белый,4305.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,360000.0,2015,154000.0,седан,чёрный,3745.0,механическая,передний,Левый,3,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,799000.0,2017,96500.0,седан,синий,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,850000.0,2018,13500.0,седан,белый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,295000.0,2009,160000.0,хэтчбек 5 дв.,серебристый,1746.0,механическая,передний,Левый,2,Оригинал,Бензин,1.4,97.0
sankt-peterburg,kia,rio,360000.0,2012,134000.0,седан,серый,3745.0,механическая,передний,Левый,3,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,795000.0,2018,39000.0,седан,серый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,489000.0,2012,71440.0,седан,голубой,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,610000.0,2014,46000.0,седан,голубой,4305.0,автоматическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,749837.0,2017,19171.0,седан,белый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,650000.0,2015,107874.0,седан,чёрный,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,816000.0,2017,30361.0,хэтчбек 5 дв.,белый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,715000.0,2016,63254.0,хэтчбек 5 дв.,серый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,320000.0,2008,167000.0,хэтчбек 5 дв.,серебристый,2328.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.4,97.0
sankt-peterburg,kia,rio,310000.0,2010,172200.0,хэтчбек 5 дв.,серебристый,2280.0,механическая,передний,Левый,3,Оригинал,Бензин,1.4,95.0
sankt-peterburg,kia,rio,777800.0,2018,15000.0,седан,белый,2400.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,475000.0,2012,120000.0,седан,чёрный,2140.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,455000.0,2013,174573.0,седан,чёрный,4305.0,механическая,передний,Левый,3,Дубликат,Бензин,1.6,123.0
sankt-peterburg,kia,rio,549000.0,2013,69000.0,хэтчбек 5 дв.,серый,4305.0,автоматическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,450000.0,2013,147200.0,седан,красный,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,440000.0,2014,200000.0,седан,серебристый,3745.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,565000.0,2014,95320.0,седан,серый,4305.0,механическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,590000.0,2015,32900.0,седан,коричневый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,488000.0,2012,142000.0,седан,серый,4305.0,автоматическая,передний,Левый,2,Дубликат,Бензин,1.6,123.0
sankt-peterburg,kia,rio,625000.0,2016,38000.0,седан,серебристый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,710000.0,2016,28000.0,хэтчбек 5 дв.,серебристый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,689000.0,2017,23548.0,хэтчбек 5 дв.,синий,2400.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,475000.0,2012,54236.0,седан,красный,3745.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,679000.0,2017,81000.0,седан,белый,2400.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,690000.0,2016,58500.0,седан,белый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,275000.0,2008,175000.0,седан,голубой,2328.0,автоматическая,передний,Левый,2,Оригинал,Бензин,1.4,97.0
sankt-peterburg,kia,rio,700000.0,2017,48500.0,седан,коричневый,4305.0,механическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,755000.0,2017,9876.0,седан,серый,2400.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,500000.0,2017,150000.0,седан,белый,2400.0,механическая,передний,Левый,2,Оригинал,Бензин,1.4,100.0
sankt-peterburg,kia,rio,820000.0,2019,18000.0,седан,синий,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,930000.0,2018,50000.0,седан,серый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,499900.0,2012,97400.0,седан,красный,4305.0,автоматическая,передний,Левый,2,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,320000.0,2010,175000.0,седан,чёрный,2280.0,автоматическая,передний,Левый,2,Оригинал,Бензин,1.4,95.0
sankt-peterburg,kia,rio,820000.0,2017,74000.0,хэтчбек 5 дв.,коричневый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,370000.0,2011,115000.0,седан,белый,2280.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.4,95.0
sankt-peterburg,kia,rio,360000.0,2011,142000.0,седан,синий,3745.0,механическая,передний,Левый,1,Оригинал,Бензин,1.4,107.0
sankt-peterburg,kia,rio,245000.0,2007,185000.0,хэтчбек 5 дв.,чёрный,2328.0,механическая,передний,Левый,3,Оригинал,Бензин,1.4,97.0
sankt-peterburg,kia,rio,800000.0,2019,15000.0,хэтчбек 5 дв.,коричневый,4305.0,автоматическая,передний,Левый,1,Оригинал,Бензин,1.6,123.0
sankt-peterburg,kia,rio,490000.0,2013,103000.0,хэтчбек 5 дв.,чёрный,4305.0,автоматическая,передний,Левый,3,Оригинал,Бензин,1.6,123.0
